0,1,2,3,4,5
구   분,주석,제 13 기(당기),,제 12 기(전기),
1.매출액,"13,15,25,37",,"115,690,958,138",,"119,171,530,700"
용역제공수익,,"102,996,224,759",,"106,706,039,700",
정부보조금수익,,"11,134,614,711",,"10,791,386,586",
수탁사업수익,,"335,296,349",,"482,522,414",
기타수익,,"1,224,822,319",,"1,191,582,000",
2.매출원가,"13,15,31,35",,"91,335,055,852",,"93,850,936,323"
용역제공수익에 대한 원가,,"79,222,986,902",,"82,087,201,998",
정부보조금수익에 대한 원가,,"11,134,614,711",,"10,791,386,586",
수탁사업수익에 대한 원가,,"335,296,349",,"482,522,414",
기타수익에 대한 원가,,"642,157,890",,"489,825,325",
3.매출총이익,,,"24,355,902,286",,"25,320,594,377"
4.판매비와관리비,31,,"45,906,408,947",,"49,507,550,389"
급여,,"24,145,106,604",,"26,741,793,710",
퇴직급여,20,"2,260,737,709",,"2,611,235,887",
해고급여,,"843,009,530",,"649,736,760",
복리후생비,,"542,552,425",,"537,702,729",
보험료,,"120,131,045",,"166,718,058",
감가상각비,12,"2,797,470,357",,"2,722,546,705",
무형자산상각비,16,"170,758,509",,"206,155,523",
지급수수료,,"2,945,681,917",,"3,164,839,572",
광고선전비,,"1,388,166,637",,"1,539,766,362",
교육훈련비,,"375,234,515",,"387,985,595",
차량유지비,,"39,309,103",,"35,358,715",
도서인쇄비,,"17,037,597",,"13,462,204",
업무추진비,,"54,556,115",,"43,831,870",
임차료,,"570,865,249",,"626,766,704",
통신비,,"35,047,492",,"46,042,290",
세금과공과,,"4,127,257,259",,"4,206,304,752",
소모품비,,"236,909,089",,"226,589,372",
수도광열비,,"355,086,648",,"413,805,528",
수선비,,"215,861,318",,"221,801,392",
여비교통비,,"71,811,709",,"69,892,560",
조사분석비,,"3,295,476,732",,"3,387,965,095",
판매촉진비,,"382,101,060",,"466,039,713",
기타판매비와관리비,26,"916,240,328",,"1,021,209,293",
5.영업이익(손실),,,"(21,550,506,661)",,"(24,186,956,012)"
6.기타수익,,,"138,310,139",,"122,934,814"
외부위탁사업수익,,"138,310,139",,"122,934,814",
7.기타비용,,,"142,989,323",,"152,018,451"
기부금,,"13,232,690",,"26,966,820",
외부위탁사업비용,,"129,756,633",,"125,051,631",
