0,1,2,3,4,5
과 목,주석,제 12 기(당기),,제 11 기(전기),
I. 영업활동으로 인한 현금흐름,,,"(18,380,229,184)",,"1,533,250,253"
1. 당기순손실,,"(16,281,010,165)",,"(10,658,918,732)",
2. 당기순손익 조정을 위한 가감,,"958,385,369",,"(394,969,472)",
법인세비용,,-,,"473,708,415",
이자비용,,"228,749,646",,"87,742,873",
이자수익,,"(6,121,679,908)",,"(5,799,802,892)",
배당수익의 조정,,"(101,860,579)",,"(95,487,663)",
감가상각비와 상각비의 조정,,"6,497,074,347",,"6,417,140,654",
관계기업평가손익,,"1,485,615,067",,"(2,986,353,457)",
비현금항목에 관한 기타조정,,"(1,029,513,204)",,"1,507,994,598",
비유동자산처분손실(이익),,-,,"88,000",
3. 영업활동 관련 자산ㆍ부채의 변동,,"(8,628,736,773)",,"5,818,255,292",
매출채권,,"29,417,477,457",,"(22,559,897)",
재고자산,,"68,249,621",,"(13,136,677,513)",
기타 영업활동 관련 채권,,"81,490,152",,"896,755,201",
매입채무,,"(34,517,354,322)",,"24,113,283,017",
기타 영업활동 관련 채무,,"(3,678,599,681)",,"(6,032,545,516)",
4. 배당금의 수취,,"101,860,579",,"95,487,663",
5. 이자수취,,"5,697,746,056",,"5,644,902,592",
6. 법인세의 수취(지급),,"(228,474,250)",,"1,028,492,910",
II. 투자활동으로 인한 현금흐름,,,"30,184,755,352",,"9,851,566,284"
관계기업투자지분의 처분,,"90,964,261",,"3,453,107,091",
유형자산의 취득,,"(2,699,881,627)",,"(2,282,842,014)",
무형자산의 취득,,-,,"(414,740,000)",
무형자산의 처분,,-,,"112,000,000",
공정가치측정금융자산 취득,,"(102,161,970,109)",,"(121,610,000,000)",
공정가치측정금융자산 처분,,"160,911,585,693",,"82,534,728,806",
상각후원가측정금융자산 취득,,"(56,000,000,000)",,"(55,904,526,029)",
상각후원가측정금융자산 처분,,"30,039,376,150",,"103,815,884,136",
장기대여금 및 기타수취채권 증가,,"(59,590,000)",,"(51,676,000)",
장기대여금 및 기타수취채권 감소,,"53,564,984",,"199,630,294",
장기보증금의 증가,,"(160,000,000)",,-,
장기보증금의 감소,,"170,706,000",,-,
lll. 재무활동으로 인한 현금흐름,,,"160,573,625",,"(193,996,724)"
정부보조금의 수령(반환),,"(99,243,995)",,"(23,402,355)",
