0,1,2,3,4,5
구    분,주석,제 12 기(당기),,제 11 기(전기),
1. 수익(매출액),"12,14,24,36",,"119,221,434,901",,"145,719,793,782"
용역제공수익,,"106,755,943,901",,"133,545,250,976",
정부보조금수익,,"10,791,386,586",,"10,236,893,418",
수탁사업수익,,"482,522,414",,"424,887,207",
기타수익,,"1,191,582,000",,"1,512,762,181",
2. 매출원가,"12,14,30,34",,"95,076,133,035",,"105,900,812,166"
용역제공수익에 대한 원가,,"83,312,398,710",,"94,721,949,062",
정부보조금수익에 대한 원가,,"10,791,386,586",,"10,236,893,418",
수탁사업수익에 대한 원가,,"482,522,414",,"424,887,207",
기타수익에 대한 원가,,"489,825,325",,"517,082,479",
3. 매출총이익,,,"24,145,301,866",,"39,818,981,616"
4. 판매비와관리비,30,,"47,984,284,428",,"58,099,839,214"
급여,,"26,587,736,350",,"26,675,297,340",
퇴직급여,19,"2,254,884,242",,"2,470,632,852",
해고급여,,"649,736,760",,"770,835,520",
복리후생비,,"63,709,761",,"63,141,102",
보험료,,"158,531,163",,"32,420,030",
감가상각비,11,"2,687,309,336",,"2,678,338,938",
무형자산상각비,15,"200,560,888",,"166,530,051",
지급수수료,,"2,939,659,465",,"7,288,189,518",
광고선전비,,"1,539,514,362",,"1,661,204,466",
교육훈련비,,"357,486,855",,"392,550,915",
차량유지비,,"25,843,507",,"33,672,395",
도서인쇄비,,"13,282,204",,"17,123,880",
업무추진비,,"43,831,870",,"48,146,658",
임차료,,"626,766,704",,"986,591,125",
통신비,,"44,254,062",,"47,108,716",
세금과공과,,"4,174,991,162",,"7,419,149,925",
소모품비,,"83,169,553",,"87,709,757",
수도광열비,,"413,805,528",,"1,778,777,832",
수선비,,"221,801,392",,"659,132,544",
여비교통비,,"68,360,060",,"63,790,021",
조사분석비,,"3,387,965,095",,"3,248,816,365",
판매촉진비,,"466,039,713",,"528,111,037",
기타판매비와관리비,25,"975,044,396",,"982,568,227",
5. 영업손실,,,"(23,838,982,562)",,"(18,280,857,598)"
6. 기타수익,,,"122,934,814",,"172,925,768"
외부위탁사업수익,,"122,934,814",,"172,925,768",
7. 기타비용,,,"152,018,451",,"152,041,281"
기부금,,"26,966,820",,"29,409,050",
외부위탁사업비용,,"125,051,631",,"122,632,231",
