0,1,2,3,4,5
구    분,주석,제 12 기(당기말),,제 11 기(전기말),
유동리스부채,,"156,388,797",,"147,183,092",
(2)유동비금융부채,21,,"7,275,006,667",,"9,900,349,742"
단기선수금,,"6,506,303,183",,"9,008,976,895",
단기예수금,,"417,266,056",,"374,943,521",
기타유동비금융부채,,"351,437,428",,"516,429,326",
(3)유동충당부채,19,,"5,000,000,000",,"5,000,000,000"
유동종업원급여충당부채,,"5,000,000,000",,"5,000,000,000",
2.비유동부채,,,"13,312,494,821",,"12,865,375,599"
(1)비유동성금융부채,"14,33,34",,"199,407,210",,"134,979,736"
비유동리스부채,,"199,407,210",,"134,979,736",
(2)장기매입채무및기타채무,"18,33,34",,"12,861,568,933",,"12,478,355,678"
장기임대보증금,,"13,115,872,400",,"12,732,108,400",
현재가치할인차금,,"(254,303,467)",,"(253,752,722)",
(3)비유동비금융부채,21,,"251,518,678",,"252,040,185"
장기선수수익,,"251,518,678",,"252,040,185",
부채총계,,,"229,205,288,150",,"264,930,074,341"
Ⅲ.자본,,,,,
지배기업 소유주지분,,,"276,943,460,426",,"287,685,093,649"
1.납입자본,22,,"325,581,083,487",,"325,581,083,487"
(1)자본금,,"300,000,000,000",,"300,000,000,000",
(2)주식발행초과금,,"25,581,083,487",,"25,581,083,487",
2.결손금,23,,"(45,565,340,332)",,"(28,435,531,994)"
(1)미처리결손금,,"(45,565,340,332)",,"(28,435,531,994)",
3.기타자본구성요소,24,,"(3,072,282,729)",,"(9,460,457,844)"
(1)기타포괄손익누계액,,"(3,072,282,729)",,"(9,460,457,844)",
비지배지분,,,-,,-
자본총계,,,"276,943,460,426",,"287,685,093,649"
자본과부채총계,,,"506,148,748,576",,"552,615,167,990"
