0,1,2,3,4,5
구    분,주석,제 12 기(당기),,제 11 기(전기),
8. 기타이익(손실),,,"629,133,178",,"(1,008,509,243)"
그밖의기타이익,26,"1,092,717,810",,"443,472,922",
유형자산처분손실,,"(504,000)",,"(88,000)",
무형자산처분손실,,"(8,000)",,-,
그밖의기타손실,26,"(463,072,632)",,"(1,451,894,165)",
9. 금융수익,27,,"11,381,574,789",,"7,298,805,186"
이자수익,,"6,121,679,908",,"5,799,802,892",
배당수익,,"101,860,579",,"95,487,663",
금융자산처분이익,,"4,227,714,855",,"397,500,176",
당기손익-공정가치측정금융자산평가이익,,"930,319,447",,"1,006,014,455",
10. 금융원가,28,,"2,938,036,866",,"1,201,886,606"
이자비용,,"228,749,646",,"87,742,873",
금융자산처분손실,,-,,"345,300,651",
당기손익-공정가치측정금융자산평가손실,,"2,709,287,220",,"768,843,082",
11. 관계기업과공동기업관련이익(손실),16,,"(1,485,615,067)",,"2,986,353,457"
관계기업투자지분평가이익,,"99,133,372",,"2,986,353,457",
관계기업투자지분평가손실,,"(1,584,748,439)",,-,
12. 법인세비용차감전순손실,,,"(16,281,010,165)",,"(10,185,210,317)"
13. 법인세비용,29,,-,,"473,708,415"
14. 당기순손실,,,"(16,281,010,165)",,"(10,658,918,732)"
15. 기타포괄손익(세후),,,"5,869,904,182",,"(8,660,255,952)"
"후속적으로당기손익으로 재분류되지않는
   기타포괄손익",,,"(518,270,933)",,"190,214,237"
확정급여제도의 재측정요소,,"(518,270,933)",,"190,214,237",
"후속적으로 당기손익으로 재분류되는
   기타포괄손익",,,"6,388,175,115",,"(8,850,470,189)"
"기타포괄손익-공정가치측정금융자산의 
      세후재측정이익(손실)",,"6,388,175,115",,"(8,850,470,189)",
16.총포괄손실,,,"(10,411,105,983)",,"(19,319,174,684)"
17.주당손익,31,,,,
기본주당손익,,,(535),,(355)
