0,1,2,3,4,5
(단위: 원),,,,,
구   분,기초,"세무조정 차이
조정","당기손익에
인식될 금액","자본에 직접
인식될 금액",기말
퇴직급여충당부채,"3,822,448,299","90,832,054","(815,006,429)","56,627,773","3,154,901,697"
국고보조금(건물),"28,969,834",-,"(3,574,201)",-,"25,395,633"
감가상각누계(건물),"408,781,587",-,"(18,580,981)",-,"390,200,606"
기타 무형자산,"275,933,977",-,"(12,542,453)",-,"263,391,524"
감가상각누계(공기구비품),"90,472,305",-,"(4,112,377)",-,"86,359,928"
사용권자산상각누계액,"128,498,713",-,"(74,833,329)",-,"53,665,384"
금융리스미지급금,"37,521,357",-,"21,732,837",-,"59,254,194"
당기손익- 공정가치측정금융자산 평가손실,"883,936,199",-,"121,278,031",-,"1,005,214,230"
기타포괄-공정가치측정금융자산평가손실,"313,875,163",-,-,"1,858,598,740","2,172,473,903"
관계기업투자평가,-,-,"507,875,516",-,"507,875,516"
미지급금(연차수당),"587,331,050",-,"17,144,169",-,"604,475,219"
